experiment,fold_label,n_test,test_borda,oracle,cpsat_baseline,accuracy,inner_cv_score,fit_seconds,best_params
SVM-RBF/quantile,2023,90,50.818391413615885,63.33144559857347,51.967456022152945,0.6555555555555556,0.6036298569269095,86.57761812210083,"{""C"": 61.96404815297283, ""gamma"": 0.2147863478128462, ""class_weight"": ""balanced""}"
SVM-RBF/quantile,2024,84,53.112826785015024,61.514870262974675,49.34045550057922,0.7380952380952381,0.5958513603899945,105.4800796508789,"{""C"": 6.66058434112354, ""gamma"": 0.6649530153953409, ""class_weight"": null}"
SVM-RBF/quantile,2025,77,42.65981427629053,59.0246616000226,37.11278670593358,0.6493506493506493,0.6021339479373095,66.5515124797821,"{""C"": 9.97525238295694, ""gamma"": 0.09972882406539166, ""class_weight"": null}"
SVM-RBF/power,2011,100,62.96987533891174,66.59337066371282,54.94205904206017,0.85,0.597487666800978,61.340080976486206,"{""C"": 1.2867592854947216, ""gamma"": 0.015482742043334427, ""class_weight"": null}"
SVM-RBF/power,2012,100,54.47403222170982,66.58671597450157,54.50189823459618,0.78,0.6006660673141209,84.8706579208374,"{""C"": 27.164591901114086, ""gamma"": 0.235164589868054, ""class_weight"": ""balanced""}"
SVM-RBF/power,2013,96,59.755083336924216,68.86924626030311,51.489262248403776,0.8333333333333334,0.6061509952425661,101.54655528068542,"{""C"": 5.824614352358762, ""gamma"": 0.006060013925347831, ""class_weight"": null}"
SVM-RBF/power,2014,98,60.29823439215242,67.56570461498421,63.81705734616651,0.8367346938775511,0.5982378207626808,112.96466374397278,"{""C"": 98.67634649330618, ""gamma"": 0.20391640849236473, ""class_weight"": ""balanced""}"
SVM-RBF/power,2015,91,55.614596495749474,65.52510745661893,51.768805222471634,0.7802197802197802,0.5985956155539043,99.30490589141846,"{""C"": 2.468998626527985, ""gamma"": 0.8278557227092598, ""class_weight"": null}"
SVM-RBF/power,2016,95,57.20413880953549,61.63289378370745,55.98267855075409,0.7684210526315789,0.6023753356061204,68.02492570877075,"{""C"": 62.091892938632675, ""gamma"": 0.10566991640015286, ""class_weight"": null}"
SVM-RBF/power,2017,92,54.20820343764636,67.2822326415988,50.90809450050229,0.7717391304347826,0.6041597940059842,80.75753211975098,"{""C"": 9.88500299240644, ""gamma"": 0.8170772912355054, ""class_weight"": ""balanced""}"
